Rv_ID,is_sdr,Function,groups,redox_enzyme,function_redox_,UK_score_4
Rv3132c,0.0,Two component system sensor histidine kinase DevS,0.0,0.0,,0.0
Rv3133c,0.0,Two component transcriptional regulatory protein DevR,0.0,0.0,,0.0
Rv3134c,0.0,Universal stress protein family,0.0,0.0,,0.0
Rv3135,0.0,PPE family protein,0.0,0.0,,0.0
Rv3136,0.0,PPE family protein,0.0,0.0,,0.0
Rv3137,0.0,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),0.0,0.0,,0.0
Rv3138,0.0,"COG1180: Radical SAM, Pyruvate-formate lyase-activating enzyme like",0.0,0.0,,0.0
Rv3139,0.0,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)",0.0,0.0,,0.0
Rv3140,0.0,Probable acyl-CoA dehydrogenase (EC 1.3.99.3),0.0,0.0,,0.0
Rv3141,0.0,PROBABLE NADPH QUINONE OXIDOREDUCTASE FADB4 (NADPH:QUINONE REDUCTASE) (ZETA-CRYSTALLIN) (EC 1.6.5.5),0.0,1.0,Involved in lipid degradation [catalytic activity: NADPH + quinone = NADP(+) + semiquinone].,1.0
Rv3142c,0.0,,0.0,0.0,,0.0
Rv3143,0.0,Probable response regulator,0.0,0.0,,0.0
Rv3144c,0.0,PPE family protein,0.0,0.0,,0.0
Rv3145,0.0,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3146,0.0,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3147,0.0,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3148,0.0,NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3149,0.0,NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3150,0.0,NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3151,0.0,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3152,0.0,NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3153,0.0,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3154,0.0,NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3155,0.0,NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3156,0.0,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3157,0.0,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3158,0.0,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3),0.0,1.0,Involved in aerobic|anaerobic respiration [catalytic activity: NADH + ubiquinone = NAD(+) + ubiquinol].,0.0
Rv3159c,0.0,PPE family protein,0.0,0.0,,0.0
Rv3160c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3161c,0.0,"Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit",0.0,0.0,,0.0
Rv3162c,0.0,Possible membrane protein,0.0,0.0,,0.0
Rv3163c,0.0,POSSIBLE CONSERVED SECRETED PROTEIN,0.0,0.0,,0.0
Rv3164c,0.0,Probable methanol dehydrogenase transcriptional regulatory protein MoxR3,0.0,0.0,,0.0
Rv3165c,0.0,,0.0,0.0,,0.0
Rv3166c,0.0,,0.0,0.0,,0.0
Rv3167c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3168,0.0,Phosphotransferase,0.0,0.0,,0.0
Rv3169,0.0,Putative uncharacterized protein BCG_3193,0.0,0.0,,0.0
Rv3170,0.0,Amine oxidase [flavin-containing] A (EC 1.4.3.4),0.0,1.0,"Possibly catalyzes the oxidative deamination: oxidize on primary amines, and perhaps on secondary and tertiary amines [catalytic activity: RCH(2)NH(2) + H(2)O + O(2) = RCHO + NH(3) + H(2)O(2)]. Must have important function in metabolism. Supposedly involved in stationary-phase survival.",0.0
Rv3171c,0.0,Non-heme haloperoxidase Hpx,0.0,0.0,,0.0
Rv3172c,0.0,,0.0,0.0,,0.0
Rv3173c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3174,1.0,Putative oxidoreductase,3.0,1.0,Function unknown; involved in cellular metabolism.,3.0
Rv3175,0.0,putative amidase,0.0,0.0,,0.0
Rv3176c,0.0,Epoxide hydrolase (EC 3.3.2.9),0.0,0.0,,0.0
Rv3177,0.0,"Hydrolase, alpha/beta fold family",0.0,0.0,,0.0
Rv3178,0.0,AclJ,0.0,1.0,Function unknown,4.0
Rv3179,0.0,ATPase,0.0,0.0,,0.0
Rv3180c,0.0,,0.0,0.0,,0.0
Rv3181c,0.0,,0.0,0.0,,0.0
Rv3182,0.0,,0.0,0.0,,0.0
Rv3183,0.0,"FIG036183: Transcriptional regulator, XRE family",0.0,0.0,,0.0
Rv3184,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3185,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3186,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3187,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3188,0.0,,0.0,0.0,,0.0
Rv3189,0.0,,0.0,0.0,,0.0
Rv3190c,0.0,,0.0,0.0,,0.0
Rv3191c,0.0,PROBABLE TRANSPOSASE,0.0,0.0,,0.0
Rv3192,0.0,Oxidoreductase (EC 1.1.1.-),0.0,0.0,,0.0
Rv3193c,0.0,INTEGRAL MEMBRANE PROTEIN (Rhomboid family),0.0,0.0,,0.0
Rv3194c,0.0,Lon-like protease with PDZ domain,0.0,0.0,,0.0
Rv3195,0.0,Collagen alpha 1(I) chain precursor,0.0,0.0,,0.0
Rv3196,0.0,,0.0,0.0,,0.0
Rv3196A,0.0,,0.0,0.0,,0.0
Rv3197,0.0,Ubiquinone biosynthesis monooxygenase UbiB,0.0,0.0,,0.0
Rv3197A,0.0,WhiB-family transcriptional regulator,0.0,0.0,,0.0
Rv3198A,0.0,POSSIBLE GLUTAREDOXIN PROTEIN,0.0,0.0,,0.0
Rv3198c,0.0,"ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog",0.0,0.0,,0.0
Rv3199c,0.0,NADH pyrophosphatase (EC 3.6.1.22),0.0,1.0,"Involved in nicotinate and nicotinamide metabolism. Generates AMP and NMN from NAD(+) and H(2)O. Acting on acid anhydrides, in phosphorus-containing anhydrides. Also acts on NADP+, 3-acetylpyridine and the thionicotinamide analogues of NAD+ and NADP+ [catalytic activity: NADH + H(2)O = AMP + NMNH].",1.0
Rv3200c,0.0,Potassium channel protein,0.0,1.0,Thought to be involved in cation transport across the membrane.,1.0
Rv3201c,0.0,ATP-dependent DNA helicase SCO5184,0.0,0.0,,0.0
Rv3202c,0.0,ATP-dependent DNA helicase SCO5183,0.0,0.0,,0.0
Rv3203,0.0,possible lipase,0.0,0.0,,0.0
Rv3204,0.0,Methylated DNA-protein cysteine methyltransferase,0.0,0.0,,0.0
Rv3205c,0.0,,0.0,0.0,,0.0
Rv3206c,0.0,Sulfur carrier protein adenylyltransferase ThiF,0.0,1.0,Possibly involved in molybdopterin metabolism (synthesis),0.0
Rv3207c,0.0,,0.0,0.0,,0.0
Rv3208,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3208A,0.0,putative ATP-binding protein,0.0,0.0,,0.0
Rv3209,0.0,putative membrane protein,0.0,0.0,,0.0
Rv3210c,0.0,,0.0,0.0,,0.0
Rv3211,0.0,putative ATP-dependent RNA helicase,0.0,0.0,,0.0
Rv3212,0.0,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",0.0,0.0,,0.0
Rv3213c,0.0,Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj,0.0,0.0,,0.0
Rv3214,0.0,putative phosphoglycerate mutase family protein,0.0,0.0,,0.0
Rv3215,0.0,Isochorismate synthase (EC 5.4.4.2),0.0,0.0,,0.0
Rv3216,0.0,Histone acetyltransferase HPA2 and related acetyltransferases,0.0,0.0,,0.0
Rv3217c,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv3218,0.0,Transcription regulator [contains diacylglycerol kinase catalytic domain],0.0,1.0,Function unknown,4.0
Rv3219,0.0,WhiB-like transcription regulator,0.0,0.0,,0.0
Rv3220c,0.0,"Signal transduction histidine kinase, subgroup 2",0.0,0.0,,0.0
Rv3221A,0.0,Anti-sigma factor,0.0,0.0,,0.0
Rv3221c,0.0,Biotin carboxyl carrier protein,0.0,0.0,,0.0
Rv3222c,0.0,,0.0,0.0,,0.0
Rv3223c,0.0,RNA polymerase sigma-54 factor RpoN,0.0,0.0,,0.0
Rv3224,1.0,Short-chain dehydrogenase/reductase SDR,4.0,1.0,Function unknown; probably involved in cellular metabolism.,3.0
Rv3224A,0.0,,0.0,0.0,,0.0
Rv3224B,0.0,,0.0,0.0,,0.0
Rv3225c,0.0,Putative phosphotransferase,0.0,0.0,,0.0
Rv3226c,0.0,,0.0,0.0,,0.0
Rv3227,0.0,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),0.0,0.0,,0.0
Rv3228,0.0,Ribosome small subunit-stimulated GTPase EngC,0.0,0.0,,0.0
Rv3229c,0.0,POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE),0.0,0.0,,0.0
Rv3230c,0.0,Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv3231c,0.0,,0.0,0.0,,0.0
Rv3232c,0.0,UDP-galactose-lipid carrier transferase (EC 2.-.-.-),0.0,0.0,,0.0
Rv3233c,0.0,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase,0.0,0.0,,0.0
Rv3234c,0.0,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase,0.0,0.0,,0.0
Rv3235,0.0,,0.0,0.0,,0.0
Rv3236c,0.0,"Kef-type K+ transport system, membrane component",0.0,0.0,,0.0
Rv3237c,0.0,"TrkA, Potassium channel",0.0,0.0,,0.0
Rv3238c,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv3239c,0.0,Multidrug resistance protein B,0.0,0.0,,0.0
Rv3240c,0.0,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),0.0,0.0,,0.0
Rv3241c,0.0,Ribosomal subunit interface protein,0.0,0.0,,0.0
Rv3242c,0.0,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",0.0,0.0,,0.0
Rv3243c,0.0,,0.0,0.0,,0.0
Rv3244c,0.0,LpqB,0.0,0.0,,0.0
Rv3245c,0.0,Sensor histidine kinase MtrB (EC 2.7.3.-),0.0,0.0,,0.0
Rv3246c,0.0,DNA-binding response regulator mtrA,0.0,0.0,,0.0
Rv3247c,0.0,Thymidylate kinase (EC 2.7.4.9),0.0,0.0,,0.0
Rv3248c,0.0,Adenosylhomocysteinase (EC 3.3.1.1),0.0,1.0,Thioester hydrolase which acting on ether bounds. Could be involved in methionine and selenoamino acid metabolisms. Also involved in activated methyl. Cycle adenosylhomocysteine is a competitive inhibitor of S-adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of adenosylhomocysteine [catalytic activity: S-adenosyl-L-homocysteine + H(2)O = adenosine + L-homocysteine].,0.0
Rv3249c,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3250c,0.0,Rubredoxin,0.0,0.0,,0.0
Rv3251c,0.0,Rubredoxin,0.0,0.0,,0.0
Rv3252c,0.0,Alkane-1 monooxygenase (EC 1.14.15.3),0.0,0.0,,0.0
Rv3253c,0.0,Amino acid permease,0.0,0.0,,0.0
Rv3254,0.0,putative secreted protein,0.0,1.0,Function unknown,3.0
Rv3255c,0.0,Mannose-6-phosphate isomerase (EC 5.3.1.8),0.0,0.0,,0.0
Rv3256c,0.0,,0.0,0.0,,0.0
Rv3257c,0.0,Phosphomannomutase (EC 5.4.2.8),0.0,0.0,,0.0
Rv3258c,0.0,,0.0,0.0,,0.0
Rv3259,0.0,,0.0,0.0,,0.0
Rv3260c,0.0,Sporulation regulatory protein WhiB,0.0,0.0,,0.0
Rv3261,0.0,"Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase",0.0,0.0,,0.0
Rv3262,0.0,Coenzyme F420-0:L-glutamate ligase @ Coenzyme F420-1:L-glutamate ligase / domain of unknown function,0.0,1.0,Required for coenzyme F420 production: involved in the conversion of FO into F420.,1.0
Rv3263,0.0,probable DNA methylase,0.0,0.0,,0.0
Rv3264c,0.0,D-glycero-D-manno-heptose 1-phosphate guanosyltransferase,0.0,0.0,,0.0
Rv3265c,0.0,"dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL",0.0,0.0,,0.0
Rv3266c,0.0,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),0.0,1.0,Involved in dTDP-L-rhamnose biosynthesis: converts dTDP-6-deoxy-L-lyxo-4-hexulose to dTDP-L-rhamnose with the concomitant oxidation of NADPH to NADP+ [catalytic activity: dTDP-6-deoxy-L-lyxo-4-hexulose + NADPH = dTDP-L-rhamnose + NADP+].,0.0
Rv3267,0.0,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)",0.0,0.0,,0.0
Rv3268,0.0,,0.0,0.0,,0.0
Rv3269,0.0,,0.0,0.0,,0.0
Rv3270,0.0,Probable cation-transporting P-type ATPase C (EC 3.6.3.-) (Metal-transporting ATPase Mta72),0.0,0.0,,0.0
Rv3271c,0.0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,0.0,0.0,,0.0
Rv3272,0.0,L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16),0.0,0.0,,0.0
Rv3273,0.0,Carbonic anhydrase (EC 4.2.1.1),0.0,0.0,,0.0
Rv3274c,0.0,Butyryl-CoA dehydrogenase (EC 1.3.99.2),0.0,0.0,,0.0
Rv3275c,0.0,Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21),0.0,0.0,,0.0
Rv3276c,0.0,Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21),0.0,0.0,,0.0
Rv3277,0.0,,0.0,0.0,,0.0
Rv3278c,0.0,,0.0,0.0,,0.0
Rv3279c,0.0,Biotin-protein ligase (EC 6.3.4.15),0.0,0.0,,0.0
Rv3280,0.0,Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),0.0,0.0,,0.0
Rv3281,0.0,,0.0,0.0,,0.0
Rv3282,0.0,Septum formation protein Maf,0.0,0.0,,0.0
Rv3283,0.0,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",0.0,0.0,,0.0
Rv3284,0.0,Sulfur acceptor protein SufE for iron-sulfur cluster assembly,0.0,0.0,,0.0
Rv3285,0.0,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase,0.0,0.0,,0.0
Rv3286c,0.0,RNA polymerase sigma factor SigB,0.0,0.0,,0.0
Rv3287c,0.0,Serine-protein kinase RsbW (EC 2.7.11.1),0.0,0.0,,0.0
Rv3288c,0.0,Putative uncharacterized protein usfY,0.0,0.0,,0.0
Rv3289c,0.0,Possible transmembrane protein,0.0,0.0,,0.0
Rv3290c,0.0,Probable L-lysine-epsilon aminotransferase (EC 2.6.1.36) (L-lysine aminotransferase) (Lysine 6-aminotransferase),0.0,0.0,,0.0
Rv3291c,0.0,"Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system",0.0,0.0,,0.0
Rv3292,0.0,Uncharacterized protein Rv3292/MT3391,0.0,0.0,,0.0
Rv3293,0.0,Aldehyde dehydrogenase B (EC 1.2.1.22),0.0,0.0,,0.0
Rv3294c,0.0,Possible AAA family ATPase,0.0,0.0,,0.0
Rv3295,0.0,"Transcriptional regulator, TetR family",0.0,0.0,,0.0
Rv3296,0.0,Probable ATP-dependent helicase lhr (EC 3.6.1.-),0.0,0.0,,0.0
Rv3297,0.0,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),0.0,0.0,,0.0
Rv3298c,0.0,POSSIBLE ESTERASE LIPOPROTEIN LPQC,0.0,0.0,,0.0
Rv3299c,0.0,Arylsulfatase (EC 3.1.6.1),0.0,0.0,,0.0
Rv3300c,0.0,Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70),0.0,0.0,,0.0
Rv3301c,0.0,Phosphate transport system regulatory protein PhoU,0.0,0.0,,0.0
Rv3302c,0.0,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),0.0,1.0,"Involved in aerobic respiration and oxidation of glycerol. Reduces an acceptor and generates glycerone phosphate from Sn-glycerol 3-phosphate. Possibly play a role in metabolism of riboflavin, FAD,FMN [catalytic activity: SN-glycerol 3-phosphate + acceptor = glycerone phosphate + reduced acceptor].",0.0
Rv3303c,0.0,Dihydrolipoamide dehydrogenase (EC 1.8.1.4),0.0,1.0,"Involved in energy metabolism. Can catalyze the reduction of electron acceptors such as 2,6-dimethyl-1,4-benzoquinone (DMBQ) and 5-hydroxy-1,4-napthaquinone (5-HNQ) [catalytic activity: NAD(P)H + a quinone + H+ -> a quinol + NAD(P)+].",0.0
Rv3304,0.0,,0.0,0.0,,0.0
Rv3305c,0.0,Possible N-acyl-L-amino acid amidohydrolase amiA1 (EC 3.5.1.-),0.0,0.0,,0.0
Rv3306c,0.0,"Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A",0.0,0.0,,0.0
Rv3307,0.0,Purine nucleoside phosphorylase (EC 2.4.2.1),0.0,0.0,,0.0
Rv3308,0.0,Phosphomannomutase (EC 5.4.2.8),0.0,0.0,,0.0
Rv3309c,0.0,Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22),0.0,0.0,,0.0
Rv3310,0.0,Possible acid phosphatase (EC 3.1.3.2),0.0,0.0,,0.0
Rv3311,0.0,,0.0,0.0,,0.0
Rv3312A,0.0,SECRETED PROTEIN ANTIGEN,0.0,0.0,,0.0
Rv3312c,0.0,"Hydrolase, alpha/beta hydrolase fold family",0.0,0.0,,0.0
Rv3313c,0.0,Adenosine deaminase (EC 3.5.4.4),0.0,0.0,,0.0
Rv3314c,0.0,Thymidine phosphorylase (EC 2.4.2.4),0.0,0.0,,0.0
Rv3315c,0.0,Cytidine deaminase (EC 3.5.4.5),0.0,0.0,,0.0
Rv3316,0.0,Succinate dehydrogenase cytochrome b-556 subunit,0.0,0.0,,0.0
Rv3317,0.0,Succinate dehydrogenase hydrophobic membrane anchor protein,0.0,0.0,,0.0
Rv3318,0.0,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),0.0,1.0,Involved in tricarboxylic acid cycle. Membrane-bound FAD-containing enzyme which is responsible for succinate interconversion [catalytic activity: succinate + acceptor = fumarate + reduced acceptor].,0.0
Rv3319,0.0,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),0.0,0.0,,0.0
Rv3320c,0.0,"Toxin 1, PIN domain",0.0,0.0,,0.0
Rv3321c,0.0,"DNA-binding protein, CopG family",0.0,0.0,,0.0
Rv3322c,0.0,Possible methyltransferase (EC 2.1.1.-),0.0,0.0,,0.0
Rv3323c,0.0,Molybdenum cofactor biosynthesis protein MoaD / Molybdenum cofactor biosynthesis protein MoaE,0.0,0.0,,0.0
Rv3324A,0.0,,0.0,0.0,,0.0
Rv3324c,0.0,Molybdenum cofactor biosynthesis protein MoaC,0.0,0.0,,0.0
Rv3325,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3326,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3327,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3328c,0.0,putative RNA polymerase sigma factor,0.0,0.0,,0.0
Rv3329,0.0,Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18),0.0,0.0,,0.0
Rv3330,0.0,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),0.0,0.0,,0.0
Rv3331,0.0,Sugar-transport integral membrane proteinSugI,0.0,0.0,,0.0
Rv3332,0.0,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),0.0,0.0,,0.0
Rv3333c,0.0,Hydroxyproline-rich glycoprotein DZ-HRGP precursor,0.0,0.0,,0.0
Rv3334,0.0,Mercuric resistance operon regulatory protein,0.0,0.0,,0.0
Rv3335c,0.0,putative membrane protein,0.0,0.0,,0.0
Rv3336c,0.0,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),0.0,0.0,,0.0
Rv3337,0.0,,0.0,0.0,,0.0
Rv3338,0.0,Alpha/beta hydrolase family,0.0,0.0,,0.0
Rv3339c,0.0,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),0.0,1.0,Involved in the KREBS cycle [catalytic activity: isocitrate + NADP(+) = 2-oxoglutarate + CO(2) + NADPH].,0.0
Rv3340,0.0,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),0.0,0.0,,0.0
Rv3341,0.0,Homoserine O-acetyltransferase (EC 2.3.1.31),0.0,0.0,,0.0
Rv3342,0.0,Methyltransferase (EC 2.1.1.-),0.0,0.0,,0.0
Rv3343c,0.0,PPE family protein,0.0,0.0,,0.0
Rv3344c,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv3345c,0.0,COG0536: GTP-binding protein Obg,0.0,0.0,,0.0
Rv3346c,0.0,,0.0,0.0,,0.0
Rv3347c,0.0,PPE family protein,0.0,0.0,,0.0
Rv3348,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3349c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3350c,0.0,PPE family protein,0.0,0.0,,0.0
Rv3351c,0.0,probable oxidoreductase,0.0,0.0,,0.0
Rv3352c,0.0,probable oxidoreductase,0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv3353c,0.0,probable oxidoreductase,0.0,0.0,,0.0
Rv3354,0.0,Possible lipoprotein LprJ,0.0,0.0,,0.0
Rv3355c,0.0,,0.0,0.0,,0.0
Rv3356c,0.0,Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9),0.0,1.0,"Necessary for the biosynthesis of purines, thymydylate, methionine, histidine, pantothenate, and formyl tRNA-met [catalytic activity: 5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH] [catalytic activity: 5,10-methenyltetrahydrofolate + H(2)O = 10-formyltetrahydrofolate].",0.0
Rv3357,0.0,YefM protein (antitoxin to YoeB),0.0,0.0,,0.0
Rv3358,0.0,YoeB toxin protein,0.0,0.0,,0.0
Rv3359,0.0,"NADH:flavin oxidoreductases, Old Yellow Enzyme family",0.0,1.0,Function unknown; probably involved in cellular metabolism.,2.0
Rv3360,0.0,ABC transporter ATP-binding protein,0.0,0.0,,0.0
Rv3361c,0.0,pentapeptide repeat family protein,0.0,0.0,,0.0
Rv3362c,0.0,Putative ATP/GTP-binding protein,0.0,0.0,,0.0
Rv3363c,0.0,,0.0,0.0,,0.0
Rv3364c,0.0,,0.0,0.0,,0.0
Rv3365c,0.0,putative sensor-like histidine kinase,0.0,0.0,,0.0
Rv3366,0.0,tRNA/rRNA methylase SpoU,0.0,0.0,,0.0
Rv3367,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv3368c,0.0,putative oxidoreductase,0.0,0.0,,0.0
Rv3369,0.0,,0.0,1.0,Function unknown,3.0
Rv3370c,0.0,DNA polymerase III alpha subunit (EC 2.7.7.7),0.0,0.0,,0.0
Rv3371,0.0,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase,0.0,0.0,,0.0
Rv3372,0.0,Trehalose-6-phosphate phosphatase (EC 3.1.3.12),0.0,0.0,,0.0
Rv3373,0.0,Enoyl-CoA hydratase (EC 4.2.1.17),0.0,0.0,,0.0
Rv3374,0.0,Enoyl-CoA hydratase (EC 4.2.1.17),0.0,0.0,,0.0
Rv3375,0.0,Glutamyl-tRNA(Gln) amidotransferase subunit A-like protein,0.0,0.0,,0.0
Rv3376,0.0,"Hydrolase, haloacid dehalogenase-like family",0.0,0.0,,0.0
Rv3377c,0.0,Ent-copalyl diphosphate synthase,0.0,0.0,,0.0
Rv3378c,0.0,,0.0,0.0,,0.0
Rv3379c,0.0,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),0.0,0.0,,0.0
Rv3380c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3381c,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3382c,0.0,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2),0.0,0.0,,0.0
Rv3383c,0.0,Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29),0.0,0.0,,0.0
Rv3384c,0.0,,0.0,0.0,,0.0
Rv3385c,0.0,,0.0,0.0,,0.0
Rv3386,0.0,Mobile element protein,0.0,0.0,,0.0
Rv3387,0.0,PROBABLE TRANSPOSASE,0.0,0.0,,0.0
Rv3388,0.0,PE_PGRS family protein,0.0,0.0,,0.0
Rv3389c,0.0,Enoyl-CoA hydratase,0.0,0.0,,0.0
Rv3390,0.0,Lipoprotein LpqD,0.0,0.0,,0.0
Rv3391,1.0,"Oxidoreductase, short-chain dehydrogenase/reductase family",2.0,1.0,Function unknown; involved in cellular metabolism,2.0
Rv3392c,0.0,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),0.0,0.0,,0.0
Rv3393,0.0,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),0.0,0.0,,0.0
